video_id,video_title,stopword,tokens,published_at_wib,year_wib,month_wib,day_wib,hour_wib
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,bukan mungkin ini ijazah pk prabowo tanya,"['bukan', 'mungkin', 'ini', 'ijazah', 'pk', 'prabowo', 'tanya']",2025-09-23 17:10:07+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,duta ngeyel dunia wkwkwkwkwkwk,"['duta', 'ngeyel', 'dunia', 'wkwkwkwkwkwk']",2025-09-23 17:10:00+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,lanjut pak roykalo mo jadi jabat negara latar didik nya hrs jelaskalo palsu kacau negara,"['lanjut', 'pak', 'roykalo', 'mo', 'jadi', 'jabat', 'negara', 'latar', 'didik', 'nya', 'hrs', 'jelaskalo', 'palsu', 'kacau', 'negara']",2025-09-23 17:09:04+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,samping oc kaligis satu ternak roy kledung,"['samping', 'oc', 'kaligis', 'satu', 'ternak', 'roy', 'kledung']",2025-09-23 17:08:55+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,ry panci cs orang gila,"['ry', 'panci', 'cs', 'orang', 'gila']",2025-09-23 17:08:22+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,roy org gak manfaat,"['roy', 'org', 'gak', 'manfaat']",2025-09-23 17:06:47+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,belakang roy cs hti uang nya besar,"['belakang', 'roy', 'cs', 'hti', 'uang', 'nya', 'besar']",2025-09-23 17:06:15+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,orang kurang kerja,"['orang', 'kurang', 'kerja']",2025-09-23 17:05:44+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,hati orang penuh benci kyk pelihara perintah,"['hati', 'orang', 'penuh', 'benci', 'kyk', 'pelihara', 'perintah']",2025-09-23 17:04:23+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,ngomong masih baletot nyuruh orang mundur diri mana harga diri orang ini,"['ngomong', 'masih', 'baletot', 'nyuruh', 'orang', 'mundur', 'diri', 'mana', 'harga', 'diri', 'orang', 'ini']",2025-09-23 17:02:22+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,terlalu lama bawa sidang segera terang benderang segera masuk penjarasetelah putus adil,"['terlalu', 'lama', 'bawa', 'sidang', 'segera', 'terang', 'benderang', 'segera', 'masuk', 'penjarasetelah', 'putus', 'adil']",2025-09-23 17:02:08+07:00,2025,9,23,17
bpscj0ngTa0,BREAKING NEWS - Roy Suryo dan Rismon CS ke Kemendikdasmen Gugat Ijazah Wapres Gibran,kasih ruang roy biar gila akar jadi fuul edan ngk nanggung kalau dimasukin rsj,"['kasih', 'ruang', 'roy', 'biar', 'gila', 'akar', 'jadi', 'fuul', 'edan', 'ngk', 'nanggung', 'kalau', 'dimasukin', 'rsj']",2025-09-23 16:58:42+07:00,2025,9,23,16
