video_id,comment,published_at
wgHxOztl9W8,𝙎𝙚𝙗𝙚𝙣𝙖𝙧 𝙣𝙮𝙖 𝙜𝙠 𝙙𝙞 𝙜𝙖𝙣𝙩𝙞 𝙟𝙪𝙜𝙖 𝙜𝙥𝙥 𝙖𝙨𝙖𝙡 𝙖𝙙𝙖 𝙥𝙚𝙧𝙪𝙗𝙖𝙝𝙖𝙣  𝙗𝙪𝙖𝙩 𝙗𝙖𝙣𝙜𝙨𝙖 𝙞𝙣𝙞 𝙙𝙞 𝙥𝙚𝙧𝙗𝙖𝙞𝙠𝙞 𝙡𝙚𝙗𝙞𝙝 𝙗𝙖𝙞𝙠 𝙠𝙖𝙣,2025-09-09T01:27:30Z
wgHxOztl9W8,"Sebenarnya kita perlu jujur kalo Sri Mulyani memiliki kompetensi yang Baik.
Masalahnya dia hanya pembantu, andai saja Bu Sri Mulyani punya majikan yang baik, Mungkin akan jadi partner yang baik untuk membangun negeri ini",2025-09-09T01:22:00Z
wgHxOztl9W8,Istrahat saja dulu ibu Menkeu..karena idh terlalu lelah..sampai² omongan nya pun udh tdk karu karuan.,2025-09-09T01:08:17Z
wgHxOztl9W8,"Tinggal bilang aj, mundur atau di copot, Rakyat juga cerdas",2025-09-09T00:50:49Z
wgHxOztl9W8,Alaaaaahhh muter muter 😂😂😂 bukan mundur bukan dicopot 😂😂😂 tapi dievaluasi 😂😂😂 begini nih kinerja Mensesneg dari cara bicaranya aja ketahuan gak bisa kerja 😂😂😂,2025-09-09T00:48:42Z
wgHxOztl9W8,"Menteri dan anggota dewan yg tdk mumpuni di bidangnya, sebaiknya mundur teratur daripada diundurkan oleh Rakyat yg teraniaya",2025-09-09T00:45:34Z
wgHxOztl9W8,Mudah2an ga makin te.rpuruk tatakelola uang negara ini😢,2025-09-09T00:42:20Z
wgHxOztl9W8,Penjelasa ssngat retoris 😂,2025-09-09T00:36:43Z
wgHxOztl9W8,"Apapun itu Sri Mulyani, tidak jelek-jelek amat kinerjanya , semua kebijakannya pasti restu Prabowo ataupun suruhannya karena Prabowo adalah komandannya",2025-09-09T00:21:47Z
wgHxOztl9W8,Ganti copot para Mentri yg pro ke Mulyono bin kodok( awasi geng solo),2025-09-09T00:20:45Z
wgHxOztl9W8,Mudah2an AMANAH 🤲🤲🤲,2025-09-08T23:49:04Z
wgHxOztl9W8,Kenak evalussi ke 6 mentri tsb.,2025-09-08T23:02:22Z
wgHxOztl9W8,"biar aja buk.udh terlalu lelah ibu mikirin keuangam negara .istirahatlah bersama kel.kita pantengi aja negara ini,terlalu banyak yg berkepentingan Dan praduga yg merasa mereka paling bener,hadapi dgn senyum ya bu.",2025-09-08T22:46:54Z
wgHxOztl9W8,Kpn giliran BAHLUL dan TITO KARNAVIAN😅😅😅,2025-09-08T21:30:15Z
wgHxOztl9W8,Jaman tranparansi begini kok masih ditutup tutupi. Kita butuh pemimpin yg jujur,2025-09-08T21:16:06Z
wgHxOztl9W8,bahasa halusnya d copot JD evaluasi 😅,2025-09-08T18:42:05Z
wgHxOztl9W8,"Nggak mundur dan tidak dicopot tapi evaluasi kinerja. 😂
Pernyataan nggak jelas. Yang namanya pergantian itu kalau bukan karena mundur ya dicopot.",2025-09-08T18:24:27Z
wgHxOztl9W8,"SRIMUYANI DI GANTI.
YA GAK APA APA BIAR GANTIAN ORANG LAIN.
SRI MULYANI ORANG PINTER
TERBUKTI DUNIA MENGAKUI.
SATU SATU NYA ORANG INDONESIA YG DI PAKE BANG DUNIA.
HANYA ORANG BLOON YG TIDAK NGAKUI SRIMULYANI ORANG PINTER.",2025-09-08T17:35:10Z
wgHxOztl9W8,Menkeu gabecus ditahan-tahan terus hedehh.,2025-09-08T16:53:55Z
